E, 1 - qF(E), E_0, E_B, E_D, E_B(Theory), Sites, Localized State, Extended State, Dark State
-1.760000000000016,-1.360720168386242,nan,nan,nan,nan,nan,nan,nan,nan
-1.750000000000016,-1.726395589248131,nan,nan,nan,nan,nan,nan,nan,nan
-1.740000000000016,-2.211888206820136,nan,nan,nan,nan,nan,nan,nan,nan
-1.730000000000016,-2.893717083423918,nan,nan,nan,nan,nan,nan,nan,nan
-1.720000000000017,-3.929878653057578,nan,nan,nan,nan,nan,nan,nan,nan
-1.710000000000017,-5.708062177355293,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
