q,W_dark,W_extended,W_localized,M_dark,M_extended,M_localized,l,N,q_theory,q_MSD,relative_error_percent
1.69,0.4999999999999974,0.4700292385978966,0.02997076140210598,3333.54,3329.817622927467,4.700255593291542,nan,nan,nan,nan,nan
1.7,0.5000000000000003,0.4703815270122536,0.02961847298774594,3333.54,3329.865906591679,4.692041522491348,nan,nan,nan,nan,nan
1.71,0.4999999999999998,0.4707296552203852,0.02927034477961487,3333.54,3329.913547930777,4.683971136418041,nan,nan,nan,nan,nan
1.72,0.4999999999999996,0.4710736598551573,0.02892634014484287,3333.54,3329.960554232691,4.676041103299088,nan,nan,nan,nan,nan
1.73,0.5000000000000017,0.4714135778352426,0.0285864221647555,3333.54,3330.006932779416,4.668248187376795,nan,nan,nan,nan,nan
1.74,0.5000000000000009,0.4717494463325247,0.02825055366747481,3333.54,3330.052690842463,4.660589245607089,nan,nan,nan,nan,nan
1.75,0.5,0.4720813027408869,0.02791869725911346,3333.54,3330.097835678626,4.653061224489798,nan,nan,nan,nan,nan
1.76,0.5000000000000017,0.4724091846463837,0.02759081535361491,3333.54,3330.142374525978,4.64566115702479,nan,nan,nan,nan,nan
1.77,0.4999999999999968,0.4727331297987193,0.0272668702012842,3333.54,3330.186314600095,4.638386159788062,nan,nan,nan,nan,nan
1.78,0.5000000000000006,0.4730531760839467,0.02694682391605191,3333.540000000002,3330.229663090561,4.631233430122451,nan,nan,nan,nan,nan
1.79,0.4999999999999978,0.4733693614984801,0.02663063850152145,3333.540000000003,3330.272427157634,4.624200243438088,nan,nan,nan,nan,nan
1.8,0.4999999999999982,0.4736817241241648,0.02631827587583749,3333.540000000002,3330.314613929169,4.617283950617276,nan,nan,nan,nan,nan
1.81,0.4999999999999994,0.473990302104582,0.02600969789541876,3333.54,3330.356230497704,4.610481975519678,nan,nan,nan,nan,nan
1.82,0.4999999999999958,0.4742951336224089,0.02570486637759528,3333.540000000001,3330.397283917771,4.603791812583029,nan,nan,nan,nan,nan
1.83,0.4999999999999986,0.4745962568778117,0.02540374312218967,3333.539999999999,3330.437781203351,4.597211024515514,nan,nan,nan,nan,nan
1.84,0.4999999999999987,0.4748937100679223,0.02510628993207889,3333.54,3330.477729325544,4.590737240075621,nan,nan,nan,nan,nan
1.85,0.5000000000000018,0.4751875313672245,0.02481246863277418,3333.539999999999,3330.517135210363,4.58436815193572,nan,nan,nan,nan,nan
1.86,0.5000000000000028,0.4754777589089419,0.02452224109105474,3333.539999999999,3330.556005736699,4.578101514625972,nan,nan,nan,nan,nan
1.87,0.4999999999999981,0.4757644307673135,0.02423556923268811,3333.540000000001,3330.594347734461,4.571935142554823,nan,nan,nan,nan,nan
1.88,0.4999999999999991,0.4760475849407275,0.02395241505927369,3333.540000000001,3330.632167982812,4.565866908103217,nan,nan,nan,nan,nan
1.89,0.4999999999999979,0.4763272593357646,0.02367274066423748,3333.54,3330.669473208562,4.559894739788923,nan,nan,nan,nan,nan
1.9,0.5000000000000001,0.4766034917519874,0.0233965082480128,3333.54,3330.706270084713,4.554016620498614,nan,nan,nan,nan,nan
1.91,0.5000000000000014,0.4768763198675623,0.02312368013243609,3333.539999999998,3330.742565229066,4.548230585784379,nan,nan,nan,nan,nan
1.92,0.4999999999999985,0.477145781225615,0.02285421877438647,3333.540000000002,3330.778365203006,4.542534722222226,nan,nan,nan,nan,nan
1.93,0.4999999999999967,0.4774119132213047,0.02258808677869851,3333.54,3330.813676510355,4.536927165829947,nan,nan,nan,nan,nan
1.94,0.4999999999999996,0.4776747530896271,0.02232524691037416,3333.54,3330.848505596352,4.531406100542037,nan,nan,nan,nan,nan
